,0,0,0,0
,0.006031,0.06031,0,0
,0.024124,0.12062,0,0
,0.054279,0.18093,0,0
,0.096496,0.24124,0,0
,0.15078,0.30155,0,0
,0.21712,0.36186,0,0
,0.28463,0.30758,0,0
,0.34012,0.24727,0,0
,0.38354,0.18696,0,0
,0.4149,0.12665,0,0
,0.4342,0.066341,0,0
,0.44144,0.006031,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.44015,-0.014252,0,0
,0.4358,-0.029255,0,0
,0.42844,-0.044257,0,0
,0.41809,-0.059259,0,0
,0.40474,-0.074262,0,0
,0.38839,-0.089264,0,0
,0.37147,-0.077262,0,0
,0.35751,-0.06226,0,0
,0.34656,-0.047258,0,0
,0.33861,-0.032255,0,0
,0.33366,-0.017253,0,0
,0.33171,-0.0022504,0,0
,0.32804,-0.045478,0.50751,0.16648
,0.31326,-0.10233,0.73622,0.23063
,0.28711,-0.15917,0.69163,0.19857
,0.24959,-0.21602,0.5614,0.14012
,0.21207,-0.15917,0.44452,0.094269
,0.18592,-0.10233,0.37029,0.068844
,0.17114,-0.045478,0.33033,0.056533
,0.1675,-2.4011e-017,0.31876,0.053392
,0.1675,-5.2852e-018,0.3194,0.053499
,0.1675,1.344e-017,0.32518,0.054467
,0.1675,3.2165e-017,0.33592,0.056266
,0.16768,0.0051474,0.35148,0.058936
,0.17018,0.019854,0.37558,0.063916
,0.17562,0.034561,0.40821,0.071691
,0.184,0.049268,0.44471,0.081829
,0.19444,0.047798,0.46961,0.091311
,0.20253,0.033091,0.44397,0.089917
,0.20768,0.018384,0.32794,0.068106
,0.20988,0.0036767,0.092695,0.019455
,0.21034,0.0051726,0.20297,0.042692
,0.21211,0.012562,0.40143,0.085147
,0.21536,0.019952,0.50286,0.1083
,0.22009,0.027341,0.53555,0.11787
,0.22606,0.028819,0.53004,0.11982
,0.23109,0.021429,0.50625,0.11699
,0.23463,0.01404,0.47996,0.11261
,0.2367,0.0066505,0.46034,0.10896
,0.2373,0,0.45135,0.10711
,0.2373,0,0.45582,0.10817
,0.2373,0,0.47467,0.11264
,0.2373,0,0.50614,0.12011
,0.2373,0,0.54447,0.1292
,0.23369,-0.048127,0.56563,0.13218
,0.21765,-0.1123,0.51943,0.11305
,0.18877,-0.17647,0.39143,0.073891
,0.14706,-0.24064,0.22097,0.032497
,0.095116,-0.24705,0.083917,0.0079818
,0.052122,-0.18288,0.022013,0.0011474
,0.021962,-0.11871,0.004111,9.0286e-005
,0.0046363,-0.054544,0.00055461,2.5713e-006
