,0,0,0,0
,0.0015078,0.030155,0,0
,0.006031,0.06031,0,0
,0.01357,0.090465,0,0
,0.024124,0.12062,0,0
,0.037694,0.15078,0,0
,0.054279,0.18093,0,0
,0.07388,0.21109,0,0
,0.096496,0.24124,0,0
,0.12213,0.2714,0,0
,0.15078,0.30155,0,0
,0.18244,0.33171,0,0
,0.21712,0.36186,0,0
,0.25237,0.33774,0,0
,0.28463,0.30758,0,0
,0.31388,0.27743,0,0
,0.34012,0.24727,0,0
,0.36334,0.21712,0,0
,0.38354,0.18696,0,0
,0.40073,0.15681,0,0
,0.4149,0.12665,0,0
,0.42606,0.096496,0,0
,0.4342,0.066341,0,0
,0.43933,0.036186,0,0
,0.44144,0.006031,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4415,0,0,0
,0.4412,-0.0067511,0,0
,0.44015,-0.014252,0,0
,0.43835,-0.021753,0,0
,0.4358,-0.029255,0,0
,0.43249,-0.036756,0,0
,0.42844,-0.044257,0,0
,0.42364,-0.051758,0,0
,0.41809,-0.059259,0,0
,0.41179,-0.066761,0,0
,0.40474,-0.074262,0,0
,0.39694,-0.081763,0,0
,0.38839,-0.089264,0,0
,0.37957,-0.084764,0,0
,0.37147,-0.077262,0,0
,0.36411,-0.069761,0,0
,0.35751,-0.06226,0,0
,0.35166,-0.054759,0,0
,0.34656,-0.047258,0,0
,0.34221,-0.039756,0,0
,0.33861,-0.032255,0,0
,0.33576,-0.024754,0,0
,0.33366,-0.017253,0,0
,0.33231,-0.0097516,0,0
,0.33171,-0.0022504,0,0
,0.33116,-0.017054,0.22523,0.074589
,0.32804,-0.045478,0.50751,0.16648
,0.32207,-0.073901,0.67096,0.2161
,0.31326,-0.10233,0.73622,0.23063
,0.3016,-0.13075,0.73372,0.22129
,0.28711,-0.15917,0.69163,0.19857
,0.26977,-0.1876,0.63019,0.17001
,0.24959,-0.21602,0.5614,0.14012
,0.22941,-0.1876,0.49714,0.11405
,0.21207,-0.15917,0.44452,0.094269
,0.19757,-0.13075,0.40263,0.079548
,0.18592,-0.10233,0.37029,0.068844
,0.17711,-0.073901,0.34646,0.06136
,0.17114,-0.045478,0.33033,0.056533
,0.16801,-0.017054,0.32135,0.053991
,0.1675,-2.4011e-017,0.31876,0.053392
,0.1675,-1.4648e-017,0.31843,0.053337
,0.1675,-5.2852e-018,0.3194,0.053499
,0.1675,4.0774e-018,0.32165,0.053877
,0.1675,1.344e-017,0.32518,0.054467
,0.1675,2.2803e-017,0.32995,0.055266
,0.1675,3.2165e-017,0.33592,0.056266
,0.1675,4.1528e-017,0.34301,0.057454
,0.16768,0.0051474,0.35148,0.058936
,0.16856,0.012501,0.36234,0.061078
,0.17018,0.019854,0.37558,0.063916
,0.17253,0.027208,0.39099,0.06746
,0.17562,0.034561,0.40821,0.071691
,0.17945,0.041915,0.42652,0.076537
,0.184,0.049268,0.44471,0.081829
,0.18929,0.055151,0.46079,0.087224
,0.19444,0.047798,0.46961,0.091311
,0.19885,0.040444,0.46562,0.092589
,0.20253,0.033091,0.44397,0.089917
,0.20547,0.025737,0.39961,0.082107
,0.20768,0.018384,0.32794,0.068106
,0.20915,0.01103,0.22591,0.047249
,0.20988,0.0036767,0.092695,0.019455
,0.21,0.0014779,0.063111,0.013254
,0.21034,0.0051726,0.20297,0.042692
,0.21104,0.0088674,0.3156,0.066604
,0.21211,0.012562,0.40143,0.085147
,0.21355,0.016257,0.46272,0.098815
,0.21536,0.019952,0.50286,0.1083
,0.21754,0.023646,0.52577,0.11438
,0.22009,0.027341,0.53555,0.11787
,0.22301,0.031036,0.53604,0.11954
,0.22606,0.028819,0.53004,0.11982
,0.22876,0.025124,0.51932,0.1188
,0.23109,0.021429,0.50625,0.11699
,0.23304,0.017735,0.49269,0.11482
,0.23463,0.01404,0.47996,0.11261
,0.23585,0.010345,0.46898,0.11061
,0.2367,0.0066505,0.46034,0.10896
,0.23718,0.0029558,0.45439,0.10777
,0.2373,0,0.45135,0.10711
,0.2373,0,0.45175,0.1072
,0.2373,0,0.45582,0.10817
,0.2373,0,0.4635,0.10999
,0.2373,0,0.47467,0.11264
,0.2373,0,0.48905,0.11605
,0.2373,0,0.50614,0.12011
,0.2373,0,0.5251,0.12461
,0.2373,0,0.54447,0.1292
,0.2369,-0.016042,0.56106,0.13292
,0.23369,-0.048127,0.56563,0.13218
,0.22727,-0.080212,0.55287,0.12565
,0.21765,-0.1123,0.51943,0.11305
,0.20481,-0.14438,0.46459,0.095154
,0.18877,-0.17647,0.39143,0.073891
,0.16952,-0.20855,0.30699,0.052042
,0.14706,-0.24064,0.22097,0.032497
,0.12139,-0.27272,0.14338,0.017406
,0.095116,-0.24705,0.083917,0.0079818
,0.072015,-0.21497,0.045256,0.0032591
,0.052122,-0.18288,0.022013,0.0011474
,0.035438,-0.1508,0.0097141,0.00034425
,0.021962,-0.11871,0.004111,9.0286e-005
,0.011695,-0.086629,0.0015975,1.8683e-005
,0.0046363,-0.054544,0.00055461,2.5713e-006
,0.00078608,-0.022459,9.0754e-005,7.134e-008
